20 2.037
31 2.023
47 2.019
73 4.001
112 4.007
172 3.992
264 5.642
406 5.616
624 5.643
959 5.609
1474 7.408
2265 7.333
3482 7.326
5353 7.108
8229 7.122
12649 7.16
19444 6.907
29890 6.934
45948 6.957
70632 7.083
108577 7.067
166906 7.066
256571 7.391
394405 7.396
606287 7.349
931994 7.338
1432678 7.402
2202338 7.319
3385473 7.354
5204208 4.748
8000000 4.748
